subject_id,topic_id,atomic_topic_id,question_id,question,a,b,c,answer,aolution,image_q,image_a,difficulty,question_type,Mock,Session
1,67,154,Q2760,"A firm with a marginal tax rate of 40% has a weighted average cost of capital of 7.11%. The before-tax cost of debt is 6%, and the cost of equity is 9%. The weight of equity in the firm’s capital structure is closest to:",79%,65%,37%,B,"B is correct.WACC = wdrd(1 – t) + were, where wd + we = 1
7.11 = (1 – we) × 6 × (1 – 0.4) + we × 9
we = 65%",,,Medium,Calculative,D,2
1,68,155,Q2761,"The sequence of processes involved in the creation of a product, both within and external to a firm, including all the steps involved in producing a physical product and delivering it to the end customer, regardless of whether those steps are performed by a single firm, is referred to as the:",value chain,supply chain,business model,B,B is correct. A company’s supply chain is the network or system inside and outside the company involved in producing a product or service and delivering it to an end user.,,,Difficult,Conceptual,D,2
1,68,155,Q2762,A pricing approach where a company simultaneously charges different prices to different customers based on purchase volume is best referred to as:,tiered pricing.,bundled pricing.,dynamic pricing.,A,"A is correct. Because economists use the term 'price discrimination' when firms charge different prices to different customers. Tiered pricing charges different prices to different buyers, most commonly based on volume purchased.",,,Medium,Conceptual,D,2
5,11,81,Q2953,Comparison of a company’s financial results to other peer companies for the same time period is called:,time-series analysis,common-size analysis,cross-sectional analysis,C,"C is correct. Cross-sectional analysis involves the comparison of companies with each other for the same time period. Time-series or trend analysis is the comparison of financial data across different time periods. Common-size analysis involves expressing financial data in relation to a single financial statement item, or base.",,,Medium,Conceptual,D,1
10,55,1,Q2764,"Identify the fee approach that most directly encourages private equity fund managers to invest selectively, not just quickly. Management fees:",based on committed capital,combined with an incentive fee,based on a fixed percentage of assets under management,A,"The correct answer is A. Private equity funds typically calculate their management fee based on committed capital, which is the total amount that the limited partners have promised to fund future investments, rather than based on assets under management. The committed-capital basis for management fees is an important distinction from hedge funds, whose management fees are typically based on assets under management. Having committed capital as the basis for management fee calculations reduces the incentive for GPs to deploy the committed capital as quickly as possible to grow their fee base and thus allows the GPs to be selective about deploying capital into investment opportunities. B is incorrect because alternative investment funds usually combine a management fee with a performance fee paid when fund returns exceed a specified hurdle rate. Although this combined fee approach is typical for alternative investment funds, it is not what encourages managers to invest selectively, rather than quickly. C is incorrect because typically hedge funds and REITs charge a management fee on assets under management, while private equity funds instead levy management fees on committed capital.",,,Difficult,Conceptual,D,2
10,55,3,Q2765,Which performance fee modification grants limited partners the right to reclaim a portion of the general partner’s performance fee?,Catch-up clause,High water mark,Clawback provision,C,C is correct. A clawback provision grants limited partners the right to reclaim a portion of the general partner’s performance fee. Clawback provisions are usually activated when a GP exits successful deals early on but incurs losses on deals later in the fund’s life. A is incorrect because a catch-up clause allows a general partner to accelerate performance fees once a fund exceeds a specified soft hurdle rate. B is incorrect because the high-water mark identifies the fund’s peak value as of a performance calculation date net of fees; it is not a performance fee modification.,,,Easy,Conceptual,D,2
10,55,3,Q2766,Which of the following features is most likely associated with an alternative investment rather than a traditional one?,Illiquidity,Smaller Capital outlays,shorter investment horizon,A,"A is correct. Investors are often attracted to alternative investments if they are seeking greater diversification and higher expected returns than traditional investments can deliver; alternative investments are often longer-term, illiquid investments in less efficient markets. B is incorrect because alternative investments often require larger capital outlays, not smaller ones than traditional investments. C is incorrect because alternative investments typically require long investment time horizons compared to those of traditional investments.",,,Easy,Conceptual,,2
10,55,1,Q2767,A manager is compensated with a management fee based on committed capital plus an incentive fee based on fund performance. This scenario best describes the fee structure of a:,private equity fund,hedge fund,mutual fund,A,A is correct.A private equity manager is compensated through a management fee based on committed capital plus an incentive fee.,,,Medium,Conceptual,,2
10,55,3,Q2768,A hedge fund limited partnership agreement describes the general partner’s total fees for each year as follows: The general partner will measure the fair value of the fund’s assets at the beginning of the year (net of fees from the previous year) and the fair value of the fund’s assets at the end of the year. The general partner will receive 15% of any increase in fair value in excess of the 1-year US Treasury yield at the beginning of the year. This fee structure most likely includes a:,hard hurdle rate,management fee,high watermark provision,A,"A is correct.In order for the general partner to earn its incentive fee, the return on the fund must exceed the Treasury yield (which is a hurdle rate), and the incentive fee is based only on the return in excess of the hurdle rate, so it is a hard hurdle rate. The general partner doesn’t earn any fee regardless of performance, so there is no management fee. There is no mention of the fund’s value needing to exceed its historical maximum value, so there is no high-water mark.",,,Medium,Conceptual,,2
10,56,3,Q2769,"The following information applies to Rotunda Advisers, a hedge fund: 

$288 million in AUM as of prior year end 

2% management fee (based on year-end AUM) 

20% incentive fee calculated: 

Net of management fee 

Using a 5% soft hurdle rate 

Using a high-water mark (high-water mark is $357 million) 

Current-year fund gross return is 25%. 

The total fee earned by Rotunda in the current year is closest to:",$7.2 M,$20.16 M,$21.60 M,A,"A is correct. Although the gross return of Rotunda results in a $360 million gross NAV, the deduction of the $7.2 million management fee brings NAV to $352.8 million, which is below the prior high-water mark. Rotunda earns a management fee of $7.20 million but does not earn an incentive fee because the year-end fund value net of management fee does not exceed the prior high-water mark of $357 million. Since Rotunda is still also below the prior-year high-water mark, the hurdle rate of return is also basically irrelevant in this fee calculation. 

The specifics of this calculation are as follows: 

End-of-year AUM = Prior year-end AUM × (1 + Fund return) = $288 million × 1.25 = $360 million. 

$360 million × 2% = $7.20 million management fee. 

$360 million − $7.2 million = $352.8 million AUM net of management fee. 

The year-end AUM net of fees do not exceed the $357 million high-water mark. Therefore, no incentive fee is earned.",,,Medium,Calculative,,2
10,57,4,Q2770,Which of the following is most likely to participate in early-stage financing?,Founders,Angel investors,Strategic Investors,C,"C is correct. Strategic investors typically join in at early-stage to later-stage financing. A is incorrect because founders are typically part of the investor group at the earliest, pre-seed stage. B is incorrect because angel investors are typically involved in the beginning stages, either pre-seed or seed.",,,Difficult,Conceptual,D,2
10,57,6,Q2771,Which of the following combinations of financial characteristics most likely would be associated with a venture debt transaction?,Positive revenues and cash flow,Declining revenues and cash flow,Low revenues and negative cash flow,C,"C is correct. These financial characteristics are typical of the start-up stage in the corporate life cycle, when it is suitable to rely on venture debt. A is incorrect because these are features of the maturity stage, when direct lending, mezzanine financing, and leveraged lending are customary. B is incorrect because these are features of the maturity stage, when direct lending, mezzanine financing, and leveraged lending are customary.",,,Medium,Conceptual,,2
10,57,7,Q2772,A feature that private debt and public debt share in the setting of their investment returns is their:,relationship to benchmark interest rates.,need for specialized investment knowledge.,opportunity for illiquidity premiums in market crises.,A,"A is correct. For both public debt and private debt, return on debt capital tends to follow and change with the benchmark interest rate environment. B is incorrect because there is a need for specialized knowledge for private debt financing to add value to the investor through consideration of such factors as the debt’s life cycle timing, its place in the financial structure, and the quality of underlying assets. C is incorrect because in market disruptions, such as the 2008 financial crisis, private debt exclusively benefited from an illiquidity premium when private lending funds filled the financing gap left by traditional lenders because traditional lenders were reluctant to underwrite public debt.",,,Difficult,Conceptual,,2
10,57,7,Q2773,The most likely effect on a portfolio’s diversification when exposure to direct lending commences is that it:,decreases,remains the same,increases,C,"C is correct. Private capital can have overall positive contributions to diversification. Note, however, that direct lending can involve a large capital commitment to a single borrower, with increased concentration risk and reduced diversification. Investors attempt to protect against the risk of direct lending by having the debt itself classified as senior and secured with protective covenants in place to benefit from the associated higher interest rates while reducing non-diversifiable specific risk associated with a single borrower.",,,Difficult,Conceptual,,2
10,57,7,Q2774,A feature that private debt and public debt share in the setting of their investment returns is their:,relationship to benchmark interest rates.,need for specialized investment knowledge.,opportunity for illiquidity premiums in market crises.,A,"A is correct. For both public debt and private debt, return on debt capital tends to follow and change with the benchmark interest rate environment. B is incorrect because there is a need for specialized knowledge for private debt financing to add value to the investor through consideration of such factors as the debt’s life cycle timing, its place in the financial structure, and the quality of underlying assets. C is incorrect because in market disruptions, such as the 2008 financial crisis, private debt exclusively benefited from an illiquidity premium when private lending funds filled the financing gap left by traditional lenders because traditional lenders were reluctant to underwrite public debt.",,,Difficult,Conceptual,,2
10,57,7,Q2775,The most likely effect on a portfolio’s diversification when exposure to direct lending commences is that it:,decreases,remains the same,increases,C,"C is correct. Private capital can have overall positive contributions to diversification. Note, however, that direct lending can involve a large capital commitment to a single borrower, with increased concentration risk and reduced diversification. Investors attempt to protect against the risk of direct lending by having the debt itself classified as senior and secured with protective covenants in place to benefit from the associated higher interest rates while reducing non-diversifiable specific risk associated with a single borrower.",,,Difficult,Conceptual,,2
10,57,7,Q2776,The private capital category most likely to offer the highest diversification benefit for portfolios holding public stock and bonds is:,private debt,private equity,venture capital,C,C is correct. Research on the correlations between portfolios holding these public assets shows that venture capital has the lowest correlations across all major market indexes. This relationship implies a higher diversification benefit for venture capital.,,,Difficult,Conceptual,D,2
10,58,6,Q2777,A REIT is considered to be “hybrid” if it invests in both:,equity REITs and mortgage REITs.,sole ownership and joint ventures.,direct and indirect property ownership.,A,"The correct answer is A. There are three main forms of REIT: (1) equity REITs that invest in properties outright or through partnerships and joint ventures, (2) mortgage REITs that underwrite loans to real estate (mortgages) or invest in MBS, and (3) hybrid REITs that invest in both of these types",,,Medium,Conceptual,,2
10,58,8,Q2778,"Akasaka Investment Company established a portfolio of warehouse properties with a total market value of THB3.60 billion. It secured mortgage financing of THB2.61 billion. The terms of the mortgage required Akasaka to maintain a loan-to-value ratio of 0.725. 

After 18 months, the portfolio value had dropped to THB3.23 billion and the mortgage liability was THB2.35 billion. 

By how much must Akasaka reduce its mortgage liability to return its LTV back to the required level?",THB 6.00 M,THB 8.25 M,THB 9.19 M,B,"The correct answer is B. 
LTV = Mortgage liability/Portfolio value. 
Mortgage liability = LTV × Portfolio value. 
Required mortgage liability = Required LTV × Portfolio value. 

Required reduction in mortgage liability = Mortgage liability – Required mortgage liability. 

Required reduction in mortgage liability = Mortgage liability – (Required LTV × Portfolio value). 

8.25 = 235 – (0.725 × 323).",,,Medium,Calculative,D,2
10,58,9,Q2779,Infrastructure investments can be categorized based on the nature of their underlying assets as:,economic or social,"local, regional or national",usage based or take-or-pay,A,"The correct answer is A. To categorize infrastructure investments, investors frequently rely on the underlying assets, with the broadest categorization distinguishing between economic and social infrastructure assets.",,,Difficult,Conceptual,,2
10,58,10,Q2780,"Which of these would most likely appeal to an investor who wants long-term, stable returns?",Greenfield investments,Brownfield investments,Secondary-stage investments,B,"The correct answer is B. With brownfield investments, typically some of the financial and operating history is available. Therefore, brownfield investments may be sought after by both strategic investors specializing in operating the assets and—particularly with privatizations—financial investors focused on long-term, stable returns.",,,Difficult,Conceptual,,2
10,58,9,Q2781,Which of the following is true regarding infrastructure investments?,They cannot be made using publicly traded securities.,Master limited partnerships minimize double taxation for investors.,Large pension funds are frequent members of direct investment consortiums because of their preference for a short-term horizon.,B,"The correct answer is B. Master limited partnerships trade on exchanges, are pass-through entities like REITs, and may also share with REITs taxation rules that minimize double taxation for investors. 
Investors concerned about liquidity and diversification may choose publicly traded infrastructure securities. 
Because of the concentration and liquidity risks and the typical long-term horizon, direct infrastructure investment usually takes place with a group or consortium of strategic investors that share the financial risk and/or assume a specific role in building, operating, or managing the assets. Such strategic partners, such as large pension funds or sovereign wealth funds, are frequent direct investors because they are better placed to manage certain risks to limit individual concentration risk.",,,Medium,Conceptual,D,2
10,58,10,Q2782,Which of the following has the highest weighting to current yield?,Greenfield assets with limited construction and demand risk,Fully constructed brownfield assets with contracted revenues,Greenfield assets without guarantees of demand upon completion,B,"The correct answer is B. Brownfield assets with mitigated risks (e.g., fully constructed with contracted/regulated revenues) that are located in the most stable OECD countries have a high weighting to current yield. Greenfield assets with limited construction and demand risk have a mix of yield and capital appreciation. Greenfield projects without guarantees of demand upon completion—e.g., variable electricity prices, uncertain traffic on roads and through ports—have a high weighting to capital appreciation.",,,Difficult,Conceptual,,2
10,58,10,Q2783,"Compared with similar fixed-income instruments, infrastructure debt:",has higher recovery rates.,experiences higher default rates.,has more fluctuation over the economic cycle.,A,"The correct answer is A. Given the stable underlying nature of cash flows, infrastructure debt tends to experience lower default rates and higher recovery than similar fixed-income instruments, and it is less subject to fluctuation over the economic cycle.",,,Difficult,Conceptual,,2
10,58,10,Q2784,Which of the following infrastructure investments would most likely be easiest to value? A:,master limited partnership holding greenfield investments.,master limited partnership holding brownfield investments.,private equity fund holding brownfield investments.,B,"Correct. A master limited partnership (MLP) is publicly traded, whereas a private equity fund is not. Therefore the MLP will have market pricing information to help with valuation. A brownfield investment is an existing asset that likely has operational and financial history to aid in valuation; a greenfield investment is in new construction.",,,Medium,Conceptual,D,2
10,58,10,Q2785,Which of the following is most likely a private real estate investment vehicle?,Real estate limited partnership,Real estate investment trust,Collateralized mortgage obligation (CMO),A,A is correct. Because real estate limited partnerships are a form of private real estate investment.,,,Difficult,Conceptual,D,2
10,59,8,Q2786,Which of the following possible value drivers does not apply to both raw land and farmland investments?,lease revenue,sale of agricultural products,price appreciation of property,B,"B is correct. Raw land’s value is derived solely from lease revenue and price appreciation. Farmland, in contrast, also generates value from the production and sale of agricultural products.",,,Medium,Conceptual,D,2
10,59,11,Q2787,Which of the following most correctly describes a significant difference between farmland and timberland investment?,"Timberland provides environmental benefits because of the ability of trees to absorb carbon, while farmland does not.","Farmland provides a resource necessary for human existence, while timberland does not.","Farmland is commonly family owned, while timberland is commonly owned by institutional investors.",C,"C is correct. Timberland tracts typically consist of thousands (or more) of acres of land, while farmland is quite frequently owned in smaller tracts of tens or hundreds of acres. As such, farmland is much more suited to family ownership, while timberland is more commonly owned by institutions. A is incorrect because carbon offset is capable in both trees (i.e., timberland) and crops (i.e., farmland). B is incorrect because the lumber from timberland provides the raw material for housing, which is a basic human need.",,,Medium,Conceptual,,2
10,59,11,Q2788,Which of the following is most consistent with backwardation in a commodity market?,The convenience yield is negative.,The benefit of holding the physical commodity exceeds the cost of carry.,The forward price is above the spot price.,B,B is correct. Backwardation in a commodity market implies that forward prices are lower than spot prices. This can occur only if the total benefits of physical ownership of the commodity exceed the total costs.,,,Difficult,Conceptual,,2
10,59,12,Q2789,Which of the following statements most correctly describes why commodity investments are thought to provide a hedge against inflation?,"The returns on commodity investing are driven by commodity price changes, and inflation partially reflects these changes.",Commodity prices increase after inflation rates increase.,Expectations of higher inflation cause commodity prices to increase.,A,"A is correct. Commodity prices are a significant portion of consumer prices because commodities include aspects of everyday life, such as food and energy, and thus consumer price inflation will incorporate the effects of commodity price changes. By investing in commodities, an investor is, at least partially, hedged against the inflation that occurs with rising commodity prices.",,,Difficult,Conceptual,,2
10,59,11,Q2790,Which of the following statements is most correct if you observe that the correlation between farmland and inflation is significantly lower than the correlation between commodities and inflation (and that both correlations are positive)?,Commodities are expected to provide a better inflation hedge than farmland.,Farmland is expected to provide a better inflation hedge than commodities.,Differences in correlation do not provide any information that is useful in assessing whether an asset class is an inflation hedge.,A,"A is correct. An effective hedge exhibits relatively high correlation relative to the risk exposure being hedged. Thus, the higher correlation between commodities and inflation implies that commodities provide a better hedge against inflation compared to farmland.",,,Difficult,Conceptual,,2
10,60,11,Q2791,Choose the false statement about hedge funds:,"While traditional fund managers charge mainly a management fee, hedge fund managers charge both a management fee and a performance-based incentive fee.","Redemption of funds from a hedge fund prior to its liquidation is very hard, due to the initial lockup period and specific terms of redemption.","Individual retail investors cannot invest in hedge funds, and only institutional investors can.",C,C is correct because it is a false statement. Accredited retail investors can invest in various types of hedge funds. A and B are true,,,Medium,Conceptual,,2
10,60,16,Q2792,Which of the following best explains why it is unlikely a poor-performing hedge fund would be added to an index?,Survivorship Bias,Backfill bias,Selection Bias,C,C is correct. Selection bias refers to when the benchmark inclusion criteria cover only those funds that have good performance and hence report their performance to attract new investors.,,,Difficult,Conceptual,,2
10,60,14,Q2793,"A money manager was reviewing the automobile sector and identified that the stock of General Motors (GM) is relatively overvalued compared to Ford. A money manager purchases 100 shares of Ford and shorts 150 shares of GM. It turned out that the manager’s perception was right. At the end of the quarter, she unwinds both positions, making a profit on both positions. What is this strategy called?",Equity long/short,Event Driven,Relative Value,A,A is correct. Equity long/short strategies purchase undervalued stocks and sell short overvalued stocks. Event-driven managers (Choice B) participate in such events as mergers and spin-offs. Relative value managers (Choice C) seek to arbitrage values between related securities.,,,Medium,Conceptual,D,2
10,61,14,Q2794,A benefit of distributed ledger technology (DLT) that increases its use by the investment industry is its:,scalability of underlying systems.,ease of integration with existing systems.,streamlining of current post-trade processes.,C,"The correct answer is C. DLT has the potential to streamline the existing, often complex and labor-intensive post-trade processes in securities markets by providing close to real-time trade verification, reconciliation, and settlement, thereby reducing related complexity, time, and costs.",,,Difficult,Conceptual,D,2
10,61,17,Q2795,A cryptocurrency miner can earn new digital assets by:,solving complex algorithm puzzles to validate blocks of transactions onto a blockchain network based on a PoS protocol.,staking his own cryptocurrencies to validate blocks of transactions onto a blockchain network based on a PoW protocol.,validating and locking transactions onto a blockchain irrespective of the consensus protocol adopted by the particular network.,C,"The correct answer is C. Under both PoW and PoS consensus protocols, the validation of the transactions, or “mining,” always comes with rewards. A successful miner that validates the transactions obtains new digital assets—either a cryptocurrency or a token. For blockchain networks based on the PoW protocol, the miner earns his digital assets by solving complex algorithm puzzles to validate blocks of transactions onto a blockchain network. For blockchain networks based on the PoS protocol, the miner earns his digital assets by staking his own to validate and attest to the new blocks of transactions.",,,Difficult,Conceptual,,2
10,61,17,Q2796,Asset-backed tokens have the potential of improving the liquidity of the underlying assets because:,they allow for fractional ownership of high-value assets.,costs of validating the transactions are reduced on the blockchains.,they make it easier to trade the underlying assets on centralized exchanges.,A,"The correct answer is A. Asset-backed tokens can increase liquidity by allowing for fractional ownership of high-priced assets, such as houses, art, precious metals, and precious stones, which allows multiple investors to possess a fractional interest of the same asset. B is incorrect because the validation of transactions on the blockchains takes up a substantial amount of computing power, which can be expensive",,,Difficult,Conceptual,,2
10,61,18,Q2797,Which of the following is the least vulnerable to a computer security hack?,Cryptocurrency wallets,Centralized cryptocurrency exchanges,Decentralized cryptocurrency exchanges,C,"The correct answer is C. Decentralized exchanges operate on a distributed platform without central coordination or control. The benefit is that should one of the computers on the network be attacked, the exchange remains operational since there are numerous other computers that continue to operate on the network. For this reason, decentralized exchanges are substantially more difficult to hack, rendering such attacks almost certain to fail. However, transactions on centralized cryptocurrency exchanges are hosted on private servers, exposing the centralized exchanges and their clients to security vulnerabilities. Should the exchange’s servers become compromised, the entire system may become paralyzed, halting trade and leaking vital user information, such as cryptographic keys stored in the cryptocurrency wallets.",,,Medium,Conceptual,,2
10,61,17,Q2798,An investor who wants to replicate the return on Bitcoins without the use of a digital wallet can best do so by:,investing in a cryptocurrency coin trust that holds Bitcoins.,investing in a listed cryptocurrency exchange stock.,buying Bitcoins from a centralized cryptocurrency exchange,A,"The correct answer is A. Investing in a cryptocurrency coin trust that holds Bitcoins is the best way to replicate the return on Bitcoins. Investing in a listed cryptocurrency exchange stock provides very indirect exposure that may not necessarily replicate the performance of Bitcoins because of a variety of company-specific factors, as well as the sensitivity to the general stock market environment. Buying Bitcoins from a centralized cryptocurrency exchange provides a direct exposure, but it would require a digital wallet.",,,Medium,Conceptual,D,2
7,52,275,Q2799,Which of the following is least important as a reason for a written investment policy statement (IPS)?,The IPS may be required by regulation.,Having a written IPS is part of best practice for a portfolio manager.,Having a written IPS ensures the client’s risk and return objectives can be achieved.,C,"C is correct. Depending on circumstances, a written IPS or its equivalent may be required by law or regulation and a written IPS is certainly consistent with best practices. The mere fact that a written IPS is prepared for a client, however, does not ensure that risk and return objectives will in fact be achieved.",,,Difficult,Conceptual,,2
7,52,275,Q2800,Which of the following best describes the underlying rationale for a written investment policy statement (IPS)?,A written IPS communicates a plan for trying to achieve investment success.,A written IPS provides investment managers with a ready defense against client lawsuits.,A written IPS allows investment managers to instruct clients about the proper use and purpose of investments.,A,A is correct. A written IPS is best seen as a communication instrument allowing clients and portfolio managers to mutually establish investment objectives and constraints.,,,Difficult,Conceptual,D,2
7,52,275,Q2801,"The section of the investment policy statement (IPS) that provides information about how policy may be executed, including restrictions and exclusions, is best described as the:",Investment Objectives.,Investment Guidelines.,Statement of Duties and Responsibilities.,B,"B is correct. The major components of an IPS are listed in Section 2 of the reading. Investment Guidelines are described as the section that provides information about how policy may be executed, including restrictions on the permissible use of leverage and derivatives and on specific types of assets excluded from investment, if any. Statement of Duties and Responsibilities “detail[s] the duties and responsibilities of the client, the custodian of the client’s assets, the investment managers, and so forth.” Investment Objectives is “a section explaining the client’s objectives in investing.”",,,Medium,Conceptual,D,2
7,52,275,Q2802,Which of the following typical topics in an investment policy statement (IPS) is most closely linked to the client’s “distinctive needs”?,Procedures.,Investment Guidelines.,Statement of Duties and Responsibilities.,B,"B is correct. According to the reading, “The sections of an IPS that are most closely linked to the client’s distinctive needs are those dealing with investment objectives and constraints.” Investment Guidelines “[provide] information about how policy may be executed, including investment constraints.” Procedures “[detail] the steps to be taken to keep the IPS current and the procedures to follow to respond to various contingencies.” Statement of Duties and Responsibilities “detail[s] the duties and responsibilities of the client, the custodian of the client’s assets, the investment managers, and so forth.”",,,Medium,Conceptual,,2
7,52,275,Q2803,"The timing of payouts for property and casualty insurers is unpredictable (“lumpy”) in comparison with the timing of payouts for life insurance companies. Therefore, in general, property and casualty insurers have:",lower liquidity needs than life insurance companies.,greater liquidity needs than life insurance companies.,a higher return objective than life insurance companies.,B,"B is correct. The unpredictable nature of property and casualty (P&C) claims forces P&C insurers to allocate a substantial proportion of their investments into liquid, short maturity assets. This need for liquidity also forces P&C companies to accept investments with relatively low expected returns. Liquidity is of less concern to life insurance companies given the greater predictability of life insurance payouts.",,,Medium,Conceptual,,2
7,52,275,Q2804,"After interviewing a client in order to prepare a written investment policy statement (IPS), you have established the following: 

The client has earnings that have exceeded €120,000 (pre-tax) each year for the past five years. 

She has no dependents. 

The client’s subsistence needs are approximately €45,000 per year. 

The client states that she feels uncomfortable with her lack of understanding of securities markets. 

All of the client’s current savings are invested in short-term securities guaranteed by an agency of her national government. 

The client’s responses to a standard risk assessment questionnaire suggest she has low risk tolerance. 

The client is best described as having a:","low ability to take risk, but a high willingness to take risk.","high ability to take risk, but a low willingness to take risk.",high ability to take risk and a high willingness to take risk.,B,"B is correct. On the one hand, the client has a stable, high income and no dependents. On the other hand, she exhibits above average risk aversion. Her ability to take risk is high, but her willingness to take risk is low.",,,Medium,Conceptual,D,2
7,52,275,Q2805,"In defining asset classes as part of the strategic asset allocation decision, pairwise correlations within asset classes should generally be:",equal to correlations among asset classes.,lower than correlations among asset classes.,higher than correlations among asset classes.,C,"C is correct. As the reading states, “an asset class should contain homogeneous assets… paired correlations of securities would be high within an asset class, but should be lower versus securities in other asset classes.”",,,Medium,Conceptual,,2
7,52,275,Q2806,Tactical asset allocation is best described as:,attempts to exploit arbitrage possibilities among asset classes.,the decision to deliberately deviate from the policy portfolio.,selecting asset classes with the desired exposures to sources of systematic risk in an investment portfolio.,B,B is correct. Tactical asset allocation allows actual asset allocation to deviate from that of the strategic asset allocation (policy portfolio) of the IPS. Tactical asset allocation attempts to take advantage of temporary dislocations from the market conditions and assumptions that drove the policy portfolio decision.,,,Difficult,Conceptual,,2
7,52,275,Q2807,"In a strategic asset allocation, assets within a specific asset class are least likely to have:",low paired correlations.,low correlations with other asset classes.,similar risk and return expectations.,A,"A is correct. In a strategic asset allocation, assets within a specific asset class have high paired correlations and low correlations with other asset classes.",,,Difficult,Conceptual,D,2
7,52,275,Q2808,A 35-year-old financial analyst expects to retire at the age of 65 and is interested in investing to fund her retirement. She describes herself as being financially astute with average risk tolerance. Which asset class is least likely to be suitable for a majority allocation in her portfolio to meet her retirement needs?,Long-term bonds,US Treasury bills,Exchange-listed equities,B,"B is correct,The investor has a 30-year time horizon and average risk tolerance, so she is able to accept the additional risk associated with exchange-listed equities and long-term bonds compared with US Treasury bills.",,,Difficult,Conceptual,,2
5,11,83,Q2954,An analyst observes a decrease in a company’s inventory turnover. Which of the following would most likely explain this trend?,"The company installed a new inventory management system, allowing more efficient inventory management.","Due to problems with obsolescent inventory last year, the company wrote off a large amount of its inventory at the beginning of the period.",The company installed a new inventory management system but experienced some operational difficulties resulting in duplicate orders being placed with suppliers.,C,"C is correct. The company’s problems with its inventory management system causing duplicate orders would likely result in a higher amount of inventory and, therefore, would result in a decrease in inventory turnover. A more efficient inventory management system and a write-off of inventory at the beginning of the period would both likely decrease the average inventory for the period (the denominator of the inventory turnover ratio), thus increasing the ratio rather than decreasing it.",,,Medium,Conceptual,,1
7,53,276,Q2810,Status quo bias is least similar to which of the following behavioral biases?,Endowment,Regret aversion,Confirmation,C,"C is correct. Both endowment bias and regret-aversion bias often result in indecision or inertia—a typical outcome of status quo bias, in which people prefer to not make changes even when changes are warranted.",,,Difficult,Conceptual,,2
7,53,276,Q2811,Which strategy would best mitigate or prevent endowment bias?,Actively seeking out information that challenges existing beliefs,"When new information is presented, asking “How does this information change my forecast?”",Asking “Would you buy this security today at the current price?”,C,"C is correct. Endowment bias refers to people attributing additional, unwarranted value to things they possess versus things they do not. This bias is evident in FMPs that systematically and materially overvalue securities in their portfolio versus securities not in their portfolio. The question “Would you buy this security today at the current price?” turns the investor’s attention to assessing the reasonableness of the current price as a buy price rather than solely as a selling price.",,,Medium,Conceptual,,2
7,53,276,Q2812,"Jun Park, CFA, works at a hedge fund. Most of Park’s colleagues are also CFA charterholders. At an event with recent university graduates, Park comments, “Most CFA charterholders work at hedge funds.” Park’s remark exhibits which behavioral bias?",Availability,Conservatism,Framing,A,A is correct. Park is extrapolating his observation based on a narrow range of experience (working at a hedge fund that employs many CFA charterholders) to the entire population of CFA charterholders. Using a narrow range of experience is a form of availability bias.,,,Medium,Conceptual,,2
7,53,276,Q2813,"In the 1980s, Japan was viewed by many FMPs as the model economy. Although its growth began to decelerate sharply by 1990, it was not until the mid to late 1990s that FMPs’ GDP forecasts were consistently achieved. By taking several years to adapt their forecasts to the lower growth environment, FMPs exhibited which behavioral bias?",Mental Accounting,Overconfidence,Conservatism,C,"C is correct. Conservatism bias results in maintain or only slowly updating views and forecasts despite the presence of new information. FMPs in the 1990s were reluctant to update forecasts, despite materially different new information for several years.",,,Medium,Conceptual,D,2
7,53,276,Q2814,"The halo effect, which may be evident in FMP’s assessments of a company with a history of high revenue growth, is a form of which behavioral bias?",Endowment,Representativeness,Regret aversion,B,"B is correct. Representativeness refers to the tendency to adopt a view or forecast based on individual information or a small sample, as well to use simple classifications. The halo effect is an example of representativeness, because FMPs extend an overall favorable evaluation to an investment (e.g., a “good company”) based on one or few characteristics (e.g., a “visionary CEO”).",,,Medium,Conceptual,,2
7,53,276,Q2815,All of the following are reasons that an apparent deviation from the efficient market hypothesis might not be anomalous except:,The abnormal returns represent compensation for exposure to risk.,Changing the asset pricing model makes the deviation to disappear.,The deviation is well known or documented.,C,C is correct. Bubbles and crashes are well-known and well-documented phenomena yet represent market anomalies.,,,Difficult,Conceptual,,2
7,53,279,Q2816,Investment managers incentivized or accountable for short-term performance by current and prospective clients is a potentially rational explanation for which of the following?,Home bias,Bubbles,Value stock outperforming growth stocks,B,"B is correct. Investment managers’ incentives—or perhaps more accurately, their perception of their incentives—for short-term performance were named as considerations in the technology and real estate bubbles. Not participating in the bubble presented certain FMPs with commercial or career risk.",,,Difficult,Conceptual,,2
7,53,279,Q2817,All of the following are reasons that the historical outperformance of value stocks versus growth stocks may not be anomalous except:,"Abnormal returns represent compensation for risk exposures, such as the heightened risk of value stocks to suffer distress during downturns.","Companies with strong historical growth rates are viewed as good investments, with higher expected returns than risk characteristics merit.",The deviation disappears by incorporating a three-factor asset pricing model.,B,"B is correct. This choice describes the halo effect, which does offer a behavioral explanation for the poor performance of growth stocks versus value stocks. Growth stocks are mispriced relative to their risk characteristics, because FMPs focusing on just a few properties, such as a high historical revenue growth rate, while neglecting other characteristics.",,,Difficult,Conceptual,,2
